team,season,name,gameId,playerTeam,opposingTeam,home_or_away,gameDate,position,situation,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
NYI,2008,NYI,2008020069,NYI,FLA,AWAY,20081018,Team Level,other,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.597,0.637,0.015,0.014,0.016,0.155,0.164,0.637,0.637,0.637,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.637,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.003,0.0,0.0,0.64,0.64,0.64
NYI,2008,NYI,2008020069,NYI,FLA,AWAY,20081018,Team Level,all,0.3207,0.4298,0.4239,3600.0,28.051,1.587,1.755,6.799,0.94,15.684,12.234,1.585,1.574,1.573,31.0,8.0,10.0,49.0,0.0,1.0,0.0,6.0,1.0,11.0,20.0,31.0,39.0,5.0,10.0,23.0,20.0,3.0,14.0,34.0,4.0,1.0,0.877,0.494,0.215,0.0,0.0,0.0,47.092,39.0,37.642,9.0,0.375,0.034,0.034,1.928,1.914,1.912,36.814,3.361,2.848,8.259,1.145,22.878,14.51,3.237,3.364,3.24,36.0,17.0,12.0,65.0,2.0,2.0,1.0,8.0,3.0,27.0,11.0,34.0,51.0,2.0,4.0,28.0,17.0,3.0,17.0,40.0,11.0,2.0,1.213,1.19,0.957,2.0,0.0,0.0,66.86,53.0,54.499,11.0,0.62,0.124,0.124,3.857,3.861,3.712
NYI,2008,NYI,2008020069,NYI,FLA,AWAY,20081018,Team Level,5on5,0.4843,0.4773,0.4714,2596.0,24.095,1.547,1.398,5.815,0.825,12.774,10.64,1.545,1.534,1.533,28.0,5.0,9.0,42.0,0.0,1.0,0.0,6.0,0.0,9.0,17.0,28.0,33.0,5.0,10.0,16.0,19.0,2.0,8.0,28.0,4.0,1.0,0.837,0.494,0.215,0.0,0.0,0.0,40.092,33.0,31.642,4.0,0.288,0.034,0.034,1.801,1.787,1.785,26.021,1.647,1.809,6.141,0.786,15.709,10.908,1.593,1.65,1.596,25.0,12.0,9.0,46.0,1.0,1.0,1.0,6.0,3.0,19.0,7.0,24.0,36.0,2.0,4.0,20.0,16.0,3.0,14.0,31.0,5.0,1.0,0.816,0.51,0.321,1.0,0.0,0.0,47.86,37.0,38.499,11.0,0.369,0.041,0.041,1.975,1.978,1.911
NYI,2008,NYI,2008020069,NYI,FLA,AWAY,20081018,Team Level,4on5,0.0,0.0,0.0,675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.196,1.077,1.025,2.104,0.342,7.014,3.438,1.008,1.077,1.008,11.0,4.0,2.0,17.0,1.0,1.0,0.0,2.0,0.0,8.0,3.0,10.0,14.0,0.0,0.0,5.0,0.0,0.0,3.0,9.0,6.0,0.0,0.397,0.68,0.0,1.0,0.0,0.0,17.0,15.0,15.0,0.0,0.248,0.082,0.082,1.243,1.243,1.161
NYI,2008,NYI,2008020069,NYI,FLA,AWAY,20081018,Team Level,5on4,1.0,1.0,1.0,240.0,3.956,0.04,0.357,0.984,0.115,2.91,1.594,0.04,0.04,0.04,3.0,3.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,6.0,0.0,0.0,3.0,0.0,0.0,1.0,6.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,7.0,6.0,6.0,0.0,0.087,0.0,0.0,0.127,0.127,0.127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYI,2008,NYI,2008020093,NYI,DAL,HOME,20081023,Team Level,other,0.9993,0.9231,0.9,207.0,6.802,1.508,0.678,1.586,0.776,3.032,1.421,0.903,1.508,0.903,5.0,4.0,3.0,12.0,0.0,2.0,0.0,0.0,3.0,2.0,2.0,5.0,9.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,5.0,2.0,0.088,0.707,0.713,0.0,0.0,0.0,12.0,9.0,9.0,0.0,0.229,0.588,0.9,0.837,0.837,0.481,0.3,0.001,0.01,0.01,0.01,0.01,0.959,0.001,0.001,0.001,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.003,0.0,0.0,0.004,0.004,0.004
NYI,2008,NYI,2008020093,NYI,DAL,HOME,20081023,Team Level,all,0.505,0.5405,0.4941,3600.0,30.305,3.396,2.199,6.57,1.494,16.898,11.443,2.771,3.261,2.638,27.0,15.0,18.0,60.0,3.0,2.0,0.0,5.0,3.0,15.0,14.0,24.0,39.0,6.0,12.0,19.0,17.0,12.0,12.0,26.0,13.0,3.0,0.819,1.65,0.928,0.0,3.0,0.0,55.325,42.0,39.388,8.0,0.552,0.588,0.9,3.049,2.892,2.512,29.539,3.329,2.066,6.534,0.95,17.217,12.904,3.315,3.574,3.559,29.0,14.0,8.0,51.0,5.0,1.0,0.0,3.0,1.0,11.0,22.0,24.0,38.0,6.0,12.0,31.0,23.0,7.0,3.0,32.0,7.0,4.0,0.547,0.925,1.857,0.0,2.0,3.0,58.159,43.0,47.66,1.0,0.459,0.093,0.093,3.695,3.98,3.963
NYI,2008,NYI,2008020093,NYI,DAL,HOME,20081023,Team Level,5on5,0.4513,0.5062,0.45,2674.0,19.044,1.486,1.148,4.125,0.585,11.562,8.094,1.466,1.351,1.333,18.0,9.0,14.0,41.0,2.0,0.0,0.0,4.0,0.0,12.0,9.0,16.0,25.0,5.0,10.0,11.0,13.0,9.0,9.0,20.0,6.0,1.0,0.605,0.666,0.215,0.0,2.0,0.0,36.325,27.0,24.388,5.0,0.233,0.0,0.0,1.718,1.562,1.539,22.485,1.807,1.446,5.154,0.721,13.723,10.149,1.8,2.053,2.045,23.0,10.0,7.0,40.0,3.0,0.0,0.0,3.0,1.0,8.0,18.0,20.0,30.0,5.0,10.0,22.0,19.0,6.0,3.0,25.0,6.0,2.0,0.506,0.832,0.469,0.0,2.0,1.0,47.159,33.0,37.66,1.0,0.294,0.0,0.0,2.101,2.385,2.375
NYI,2008,NYI,2008020093,NYI,DAL,HOME,20081023,Team Level,4on5,0.1032,0.1667,0.1818,540.0,1.509,0.175,0.117,0.166,0.038,0.436,1.067,0.175,0.175,0.175,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,3.0,3.0,3.0,2.0,1.0,1.0,0.0,0.01,0.165,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.029,0.0,0.0,0.204,0.204,0.204,6.755,1.521,0.611,1.37,0.219,3.484,1.796,1.513,1.521,1.513,6.0,3.0,1.0,10.0,2.0,1.0,0.0,0.0,0.0,3.0,3.0,4.0,7.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,1.0,2.0,0.04,0.093,1.388,0.0,0.0,2.0,10.0,9.0,9.0,0.0,0.162,0.093,0.093,1.59,1.59,1.583
NYI,2008,NYI,2008020093,NYI,DAL,HOME,20081023,Team Level,5on4,1.0,1.0,1.0,179.0,2.95,0.227,0.256,0.693,0.095,1.868,0.86,0.227,0.227,0.227,3.0,1.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,0.115,0.113,0.0,0.0,1.0,0.0,5.0,4.0,4.0,1.0,0.062,0.0,0.0,0.289,0.289,0.288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYI,2008,NYI,2008020108,NYI,CAR,HOME,20081025,Team Level,other,1.0,0.8571,1.0,1290.0,2.811,0.205,0.188,0.794,0.113,1.892,0.807,0.202,0.205,0.202,3.0,1.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,4.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,1.0,0.0,0.106,0.099,0.0,0.0,0.0,0.0,6.0,4.0,4.0,0.0,0.051,0.0,0.033,0.223,0.223,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYI,2008,NYI,2008020108,NYI,CAR,HOME,20081025,Team Level,all,0.7003,0.6209,0.646,3600.0,50.164,5.003,3.747,11.754,1.927,28.352,22.217,4.75,4.745,4.502,60.0,13.0,22.0,95.0,3.0,5.0,0.0,12.0,3.0,24.0,26.0,57.0,70.0,4.0,11.0,20.0,16.0,9.0,7.0,52.0,15.0,6.0,1.57,1.895,1.538,2.0,1.0,0.0,89.084,73.0,68.449,4.0,0.827,0.987,1.225,4.605,4.39,4.215,28.559,2.141,2.202,6.145,0.934,15.195,13.383,2.089,2.342,2.285,28.0,12.0,18.0,58.0,4.0,3.0,1.0,4.0,0.0,11.0,18.0,24.0,36.0,9.0,21.0,31.0,25.0,7.0,6.0,31.0,6.0,3.0,0.646,0.711,0.784,0.0,1.0,3.0,62.911,40.0,43.282,4.0,0.478,0.453,0.453,2.166,2.352,2.313
NYI,2008,NYI,2008020108,NYI,CAR,HOME,20081025,Team Level,5on5,0.6059,0.5888,0.625,1538.0,33.574,3.061,2.222,8.237,1.265,18.071,17.144,2.954,2.803,2.705,42.0,8.0,13.0,63.0,1.0,4.0,0.0,9.0,1.0,15.0,20.0,41.0,49.0,2.0,7.0,13.0,12.0,6.0,4.0,39.0,7.0,4.0,1.099,0.88,1.082,1.0,0.0,0.0,57.084,50.0,45.449,3.0,0.455,0.752,0.957,2.558,2.343,2.322,21.883,1.991,1.585,4.868,0.673,10.686,10.198,1.939,2.192,2.135,23.0,7.0,14.0,44.0,4.0,2.0,1.0,4.0,0.0,8.0,12.0,19.0,26.0,7.0,17.0,17.0,19.0,4.0,4.0,21.0,6.0,3.0,0.496,0.711,0.784,0.0,1.0,3.0,48.911,30.0,33.282,4.0,0.329,0.436,0.436,1.883,2.069,2.032
NYI,2008,NYI,2008020108,NYI,CAR,HOME,20081025,Team Level,4on5,0.7098,0.1538,0.1111,294.0,0.878,0.181,0.049,0.076,0.02,0.185,0.489,0.181,0.181,0.181,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.181,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.012,0.0,0.0,0.193,0.193,0.193,5.18,0.074,0.561,1.056,0.219,3.985,2.105,0.073,0.074,0.073,3.0,5.0,3.0,11.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,3.0,8.0,0.0,0.0,2.0,0.0,1.0,2.0,8.0,0.0,0.0,0.074,0.0,0.0,0.0,0.0,0.0,11.0,8.0,8.0,0.0,0.136,0.017,0.017,0.193,0.193,0.192
NYI,2008,NYI,2008020108,NYI,CAR,HOME,20081025,Team Level,5on4,0.9534,0.9231,0.9,478.0,12.901,1.555,1.288,2.647,0.529,8.203,3.777,1.413,1.555,1.413,14.0,4.0,6.0,24.0,1.0,1.0,0.0,2.0,2.0,7.0,5.0,13.0,17.0,2.0,4.0,4.0,4.0,0.0,1.0,10.0,6.0,2.0,0.364,0.734,0.457,1.0,0.0,0.0,24.0,18.0,18.0,0.0,0.31,0.235,0.235,1.63,1.63,1.477,1.496,0.076,0.056,0.221,0.042,0.524,1.081,0.076,0.076,0.076,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,9.0,6.0,2.0,0.0,2.0,0.0,0.0,0.076,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.013,0.0,0.0,0.09,0.09,0.09
NYI,2008,NYI,2008020121,NYI,NYR,HOME,20081027,Team Level,other,0.0302,0.0833,0.1111,384.0,0.75,0.027,0.027,0.184,0.019,0.3,0.442,0.027,0.027,0.027,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.027,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.006,0.0,0.0,0.033,0.033,0.033,5.766,0.867,0.374,1.176,0.225,3.689,1.67,0.847,0.867,0.847,6.0,2.0,3.0,11.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,4.0,6.0,0.0,0.0,6.0,1.0,0.0,0.0,6.0,0.0,2.0,0.102,0.0,0.765,0.0,0.0,2.0,11.0,8.0,8.0,0.0,0.13,0.536,0.536,0.461,0.461,0.453
NYI,2008,NYI,2008020121,NYI,NYR,HOME,20081027,Team Level,all,0.5273,0.4237,0.4545,3600.0,27.52,3.188,2.219,6.507,1.27,14.171,11.71,2.769,3.122,2.704,30.0,10.0,10.0,50.0,2.0,4.0,0.0,8.0,3.0,15.0,8.0,28.0,38.0,11.0,25.0,36.0,32.0,12.0,11.0,28.0,8.0,4.0,0.906,1.009,1.273,0.0,1.0,1.0,47.41,40.0,38.315,3.0,0.506,1.069,1.152,2.477,2.403,2.307,34.27,2.858,2.279,8.777,1.889,18.403,13.794,2.794,3.006,2.938,39.0,9.0,20.0,68.0,4.0,4.0,2.0,13.0,1.0,10.0,16.0,35.0,44.0,7.0,17.0,35.0,17.0,8.0,10.0,40.0,4.0,4.0,0.832,0.46,1.567,1.0,0.0,3.0,72.24,48.0,50.953,5.0,0.552,1.085,1.122,2.289,2.434,2.402
NYI,2008,NYI,2008020121,NYI,NYR,HOME,20081027,Team Level,5on5,0.353,0.4375,0.4386,2405.0,16.439,1.029,1.068,4.225,0.787,8.733,8.224,1.024,0.963,0.959,18.0,7.0,10.0,35.0,1.0,1.0,0.0,3.0,3.0,11.0,6.0,17.0,24.0,7.0,17.0,22.0,26.0,10.0,9.0,22.0,3.0,0.0,0.592,0.437,0.0,0.0,1.0,0.0,32.41,25.0,23.315,3.0,0.219,0.017,0.017,1.166,1.093,1.087,22.561,1.886,1.432,6.117,1.147,12.036,9.383,1.841,2.033,1.985,25.0,7.0,13.0,45.0,2.0,2.0,1.0,8.0,0.0,8.0,12.0,23.0,30.0,7.0,17.0,19.0,15.0,6.0,6.0,26.0,4.0,2.0,0.624,0.46,0.802,1.0,0.0,1.0,49.24,32.0,34.953,5.0,0.295,0.53,0.567,1.614,1.759,1.735
NYI,2008,NYI,2008020121,NYI,NYR,HOME,20081027,Team Level,4on5,0.7782,0.0909,0.1429,447.0,0.79,0.221,0.049,0.086,0.023,0.184,0.438,0.221,0.221,0.221,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.221,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.01,0.0,0.0,0.231,0.231,0.231,4.592,0.063,0.433,1.301,0.478,2.222,1.503,0.063,0.063,0.063,6.0,0.0,4.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,6.0,6.0,0.0,0.0,6.0,0.0,2.0,4.0,6.0,0.0,0.0,0.063,0.0,0.0,0.0,0.0,0.0,10.0,6.0,6.0,0.0,0.117,0.02,0.02,0.161,0.161,0.16
NYI,2008,NYI,2008020121,NYI,NYR,HOME,20081027,Team Level,5on4,0.978,0.8667,0.8667,364.0,9.542,1.911,1.075,2.012,0.442,4.954,2.605,1.497,1.911,1.497,10.0,3.0,0.0,13.0,0.0,3.0,0.0,4.0,0.0,4.0,2.0,10.0,13.0,3.0,6.0,4.0,4.0,0.0,1.0,5.0,5.0,3.0,0.287,0.572,1.052,0.0,0.0,0.0,13.0,13.0,13.0,0.0,0.27,1.052,1.135,1.046,1.046,0.956,1.351,0.043,0.039,0.184,0.039,0.457,1.239,0.043,0.043,0.043,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.043,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.011,0.0,0.0,0.053,0.053,0.053
NYI,2008,NYI,2008020138,NYI,PHI,AWAY,20081030,Team Level,other,0.8134,0.6667,0.75,154.0,4.216,0.401,0.328,1.041,0.137,2.318,1.775,0.4,0.401,0.4,4.0,2.0,0.0,6.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,5.0,1.0,2.0,6.0,0.0,0.0,0.0,5.0,0.0,1.0,0.108,0.0,0.293,0.0,0.0,1.0,6.0,6.0,6.0,0.0,0.112,0.039,0.039,0.473,0.473,0.473,0.691,0.092,0.033,0.147,0.02,0.412,0.361,0.092,0.092,0.092,2.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,0.092,0.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,0.0,0.008,0.0,0.0,0.034,0.034,0.034
NYI,2008,NYI,2008020138,NYI,PHI,AWAY,20081030,Team Level,all,0.585,0.569,0.5506,3877.0,34.873,2.41,2.393,8.429,1.129,20.225,14.414,2.33,2.438,2.357,36.0,13.0,17.0,66.0,2.0,3.0,0.0,7.0,0.0,20.0,17.0,34.0,47.0,6.0,12.0,38.0,12.0,2.0,6.0,41.0,4.0,4.0,0.906,0.588,0.916,1.0,0.0,1.0,65.69,49.0,48.529,3.0,0.547,0.453,0.453,2.504,2.539,2.486,26.425,1.71,1.649,6.581,0.944,16.399,11.782,1.7,1.685,1.676,28.0,12.0,10.0,50.0,3.0,2.0,0.0,9.0,0.0,10.0,16.0,25.0,37.0,5.0,10.0,35.0,12.0,3.0,10.0,33.0,7.0,0.0,0.987,0.723,0.0,3.0,0.0,0.0,50.148,40.0,40.261,5.0,0.355,0.155,0.155,1.845,1.821,1.816
NYI,2008,NYI,2008020138,NYI,PHI,AWAY,20081030,Team Level,5on5,0.5995,0.6042,0.5541,3103.0,29.076,1.973,1.954,6.865,0.942,17.068,12.198,1.893,2.0,1.92,31.0,10.0,17.0,58.0,1.0,2.0,0.0,6.0,0.0,18.0,14.0,30.0,40.0,4.0,8.0,28.0,11.0,2.0,5.0,34.0,4.0,3.0,0.762,0.588,0.623,1.0,0.0,0.0,57.69,41.0,40.529,2.0,0.395,0.413,0.413,1.955,1.989,1.936,22.634,1.318,1.326,5.698,0.781,13.725,10.151,1.309,1.293,1.285,21.0,12.0,5.0,38.0,2.0,2.0,0.0,7.0,0.0,8.0,14.0,19.0,31.0,3.0,6.0,28.0,10.0,3.0,9.0,28.0,5.0,0.0,0.812,0.506,0.0,2.0,0.0,0.0,38.148,33.0,33.261,5.0,0.271,0.155,0.155,1.434,1.411,1.406
NYI,2008,NYI,2008020138,NYI,PHI,AWAY,20081030,Team Level,4on5,0.0,0.0,0.0,379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.3,0.29,0.735,0.143,2.262,1.27,0.3,0.3,0.3,5.0,0.0,4.0,9.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,5.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,2.0,0.0,0.083,0.217,0.0,0.0,0.0,0.0,9.0,5.0,5.0,0.0,0.077,0.0,0.0,0.376,0.376,0.376
NYI,2008,NYI,2008020138,NYI,PHI,AWAY,20081030,Team Level,5on4,1.0,1.0,1.0,241.0,1.581,0.037,0.111,0.523,0.05,0.839,0.441,0.037,0.037,0.037,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.04,0.0,0.0,0.077,0.077,0.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYI,2008,NYI,2008020155,NYI,MTL,HOME,20081101,Team Level,other,1.0,1.0,1.0,54.0,1.93,0.186,0.169,0.31,0.072,1.726,0.538,0.176,0.186,0.176,3.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.094,0.092,0.0,0.0,0.0,0.0,4.0,3.0,3.0,0.0,0.044,0.0,0.0,0.23,0.23,0.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYI,2008,NYI,2008020155,NYI,MTL,HOME,20081101,Team Level,all,0.4517,0.472,0.4767,3600.0,29.486,2.289,2.151,6.414,0.921,17.605,11.619,2.274,2.288,2.272,31.0,10.0,18.0,59.0,4.0,0.0,0.0,7.0,0.0,15.0,15.0,27.0,37.0,4.0,11.0,34.0,21.0,6.0,14.0,32.0,8.0,1.0,1.135,0.951,0.204,3.0,1.0,0.0,60.484,41.0,41.77,6.0,0.474,0.0,0.0,2.763,2.76,2.741,33.248,2.778,2.627,6.819,1.004,18.059,13.714,2.714,2.806,2.742,32.0,13.0,21.0,66.0,5.0,3.0,1.0,8.0,0.0,14.0,15.0,27.0,40.0,5.0,13.0,20.0,23.0,15.0,22.0,30.0,12.0,3.0,0.694,1.392,0.692,0.0,4.0,1.0,64.86,45.0,44.474,8.0,0.571,0.298,0.298,3.052,3.088,3.04
NYI,2008,NYI,2008020155,NYI,MTL,HOME,20081101,Team Level,5on5,0.3687,0.4607,0.4762,2835.0,21.801,1.492,1.479,4.978,0.685,12.333,9.033,1.487,1.491,1.486,21.0,9.0,11.0,41.0,2.0,0.0,0.0,5.0,0.0,12.0,11.0,19.0,28.0,4.0,11.0,24.0,18.0,6.0,11.0,25.0,4.0,1.0,0.845,0.444,0.204,2.0,0.0,0.0,42.484,30.0,30.77,5.0,0.308,0.0,0.0,1.8,1.798,1.791,25.045,2.555,1.85,5.084,0.73,12.628,10.152,2.491,2.583,2.519,25.0,8.0,15.0,48.0,5.0,2.0,1.0,5.0,0.0,10.0,11.0,20.0,28.0,5.0,13.0,15.0,19.0,14.0,20.0,19.0,11.0,3.0,0.615,1.248,0.692,0.0,4.0,1.0,46.86,33.0,32.474,7.0,0.389,0.286,0.286,2.658,2.695,2.647
